,id,name,summary
5896,149913,Smart Moves 2,"""Smart Moves 2"" is a pixel-art puzzle game with turn-based combat mechanics. Different worlds with levels of increasing difficulty, sneaky monsters, unexpected obstacles and great treasures await you. Smart moves are the key to survival!"
5897,149960,The Smurfs: Mission Vileaf,"In his dark laboratory, the evil wizard Gargamel has discovered a formula allowing him to create a wicked plant, called Vileaf. This plant produces “Viletrap” seeds, which can attract Smurfs and imprison them in vegetal traps! But these Viletrap plants are also a great danger for the forest, as they are highly toxic, especially for the sarsaparilla fields!

In order to fix this dreadful situation, Papa Smurf decided to ask some of his fellow Smurfs to help him find the ingredients for an antidote powerful enough to eradicate the Vileaf once and for all and heal the plants afflicted by this curse. An ace Smurf team, featuring Hefty, Smurfette, Brainy and Chef, goes on an adventure to complete this mission. All of these 4 characters are playable over the course of the game.

In order to help them in their quest, our heroes can rely upon a very handy tool, the Smurfizer, a revolutionary invention from Handy Smurf. The Smurfizer allows the Smurfs to get rid of the foes they encounter, as well as heal the plants afflicted by the Vileaf. This special gear will facilitate our heroes’ exploration journey across the game’s different environments, whether it be in the forest, the swamps or even in the most dangerous place of all: Gargamel’s laboratory!"
5898,149987,Far Cry 6: Collector's Edition,"Pick up the Collector's Edition for the true Far Cry fan experience, which includes the game, SteelBook case with alternate art, Season Pass, flamethrower replica, art book, exclusive in-game items, and more."
5899,150006,The Addams Family: Mansion Mayhem,"Family game night is about to get terrifyingly exciting!

Only you and your friends can help Wednesday, Pugsley, Gomez, and Morticia save the Addams Family Mansion in this horrifyingly hilarious 3D adventure for up to four players. The mansion is full of spooky scares – but can you discover its hair-raising secrets and save it from an unexpected threat? Use each iconic character’s abilities to explore the house, solve puzzles, and find lost relics. Play competitive minigames that will have you bumping and jumping over each other to win."
5900,150008,Marsupilami: Hoobadventure,"Discover with Marsupilami: Hoobadventure, a brand new adventure inviting young players and adult alike to take control of the three Marsupilamis from the Palombian forsest.

Punch, Twister and Hope are three Marsupilamis living a peaceful life in Palombia. Their lives are about to take a drastic turn when they accidentally open a sarcophagus whilst playing with debris on a beach, releasing a mysterious ghost cursing all the animals! Thankfully, our three Marsupilamis are immune to the curse and decide to set out on an adventure and find the ghost and reverse the curse.

Inspired by the comic book Marsupilami from Franquin, this 2.5D platformer will take you on a colorful journey through the Palombian jungle, a coastal city and even an abandoned temple. Jump, punch, dash and swing with your tail like only Marsupilamis do!"
5901,150010,Sonic Rangers,The next mainline Sonic The Hedgehog game is releasing in 2022 for all major platforms and brings the series to an open world for the first time.
5902,150048,SRX: The Game,Do you have what it takes to compete with the best of the best in the Superstar Racing Experience? SRX: The Game is your chance to prove it.
5903,150132,Fast & Furious: Spy Racers Rise of Sh1ft3r,"The criminal racing organization, SH1FT3R, is back! Use innovative gadgets and tear up the tracks in a globe-trotting tournament. Play as Tony Toretto and the Spy Racers in a bid to stop SH1FT3R from winning the ultimate high-tech vehicle!"
5904,150135,My Singing Monsters Playground,"It's the Singing Monsters like you've never seen them before. Journey to the Monster World to take part in a tournament of Monster-Game madness! Watch your favorite Monsters come to life as you swing, fling, and spring your way to victory in a variety of 4-player competitions. Grab your friends and hit the Playground to see who has what it takes to win the ultimate Monster bash! Local Multiplayer Madness Compete against friends and family in games galore set across the Monster World Starring the Singing Monsters Take control of some of your favorite characters from the world of My Singing Monsters Variety of Game Types Team up to take on your competition in 2v2 games or battle it out for solo supremacy in free-for-all matches. Ways to Play Play the way you want with friends or solo in three different game modes: Party Tournament, Single Player Gauntlet, or Freeplay!"
5905,150142,Black Desert: Traveler Edition,"Black Desert: Traveler Edition includes the following:
- Black Desert (Full Game)
- Traveler Edition Item Pack: Value Pack (30 Days), Pearl Box – 1,000, Polar Bear"
5906,150145,Colossus Down: Destroy'em Up Editon,"This edition includes the following
Game: Colossus Down
Artbook
Soundtrack
PVC Pin
Sticker Set
3 Mini Comics
Washi Tape
Set Combo Cards
""Destroyer Breakfast"" Special Box"
5907,150146,Dying Light 2: Stay Human - Collector's Edition,"Dying Light 2: Stay Human - Collector's Edition includes:
- Dying Light 2 Game
- Exclusive Weapons Charms
- Steelbook
- Legendary Skin Pack (“Legendary” Outfit, “Legendary” Weapon Skin, “Legendary” Paraglider Skin)
- Additional Story DLC 1 – Available post-launch
- Additional Story DLC 2 – Available post-launch
- Digital Soundtrack & Digital Artbook
- Digital Wallpapers & Comic
- 2h Night XP Boost & Crafting Items
- “Defender of The City” statuette with stylized UV lamp
- Artbook Hardcopy
- Physical Map of the City
- Physical UV Flashlight & UV stickers pack
- Collector’s Edition Box"
5908,150149,Ni no Kuni II: Revenant Kingdom - The Prince's Edition,"Lose yourself in the ultimate Ni no Kuni experience with this Prince's edition including:
-Ni no Kuni II: Revenant Kingdom (full game)
-The season pass granting access to two future game expansions that add hours of additional gameplay
-The Prince's equipment package

Join the young king Evan as he sets out on an epic quest to found a new kingdom, unite his world and save its people from a terrible evil."
5909,150297,Pretty Girls Klondike Solitaire,"Let's play some Klondike ""Solitaire"" with the girls from the ""Pretty Girls"" series! Play against 10 Pretty Girls each stage and dress them up in different outfits! Clear Solitaire and earn new costumes!"
5910,150389,Violetti Goottii,While exploring a mysterious cave in the forest a completely unpredictable accident leaves you trapped underground where you must escape by using you inhuman strength to hurl giant blocks at your enemies and activate abilities conferred by special blocks.
5911,150512,Two Point Campus,"Build the university of your dreams with Two Point Campus, the follow up management sim with a twist from the creators of Two Point Hospital. Get to know your students, explore their personalities and fulfill their wants and needs. Craft buildings, choose courses, hire the best staff and build an academic institution to stand the test of time."
5912,150560,Table Tennis,"Play this classic table tennis game against your friends, family or the the smart the Ai player anytime.

Matches are randomly hosted in 8 different locations around a school.

Beat the toughest opponent with the perfect angle shot by slicing the ball and moving in the other direction as fast as you can.

The Ai player has 3 levels of skill, from easy to hard, however the real challenge may be against your human opponents, either way winning won't come easy."
5913,151134,Tandem: A Tale of Shadows,Tandem: A Tale of Shadows redefines the puzzle platformer genre with a unique gameplay and exceptional aesthetics. Help Emma and the teddy bear Fenton solve the mystery of the disappearance of the famous magician Thomas Kane.
5914,151159,Monark,"Monark, the “new school RPG” from former Megami Tensei and Shin Megami Tensei staff, will launch for PlayStation 5, PlayStation 4, and Switch on October 14 in Japan.

The story follows the True Student Council, which was established to solve the abnormal situations in the school. The protagonist, who becomes the deputy head of the council, chooses a buddy from four characters to defy the unreasonable.

The main story has multiple endings. There are different routes for each of the four buddy characters. To make multiple playthroughs easier, you can also skip shared routes and advance through different buddy routes.

Battles are command-based with a free move turn system. Increasing your madness will allow you to use more powerful skills, but if you increase it too much, you will go insane and rampage against targets both friend and foe, making it impossible to fight.

There is also an “EGO” system, which represents the player’s desire levels of pride, wrath, envy, lust, gluttony, and sloth. These change depending on your diagnosis and the choices you make, and also affect the demons you can employ as your “underlings.”"
5915,151187,Barry the Bunny,A 2D platformer with short challenging levels about a bunny who builds bridges.
5916,151555,Reverie Knights Tactics,"Reverie Knights Tactics is a turn-based tactical RPG with strategic battles in isometric grids where every decision can alter the story. Travel through a hand-drawn fantasy world and lead your heroes in a story-rich adventure, visual novel style!"
5917,151601,Animus: Revenant,"“Blood for blood. That which is taken shall be returned.” Keeper of this unremembered refuge, the danger is here. A blood debt incurred long ago is to be collected to bring about the end. Summoned from humanity’s last breaths of desperation, you are all that stands between Cadmeia and its annihilation. Find and seize the blood memories of old, lest those that intend suffering and harm unending should wield them. Brace yourself. Kerr, Breaker of Worlds, is come."
5918,151673,Grow: Song of the Evertree,"Grow your own worlds and nurture a deep natural connection with everything they hold. See your actions change the world for better! Bring the Evertree back to life in this breathtaking world-crafting sandbox, with life management and adventure elements."
5919,151844,Alfred Hitchcock: Vertigo,"Can you trust your own mind? In Alfred Hitchcock: Vertigo, dive into a new kind of psychological thriller, and walk on a thin line between reality and fantasy.

Live a powerful narrative experience paying tribute to the visual and storytelling techniques of the thriller genre. Investigate through the vision of three characters: everyone has a different story to tell. Explore several timelines to cross-check the events and separate reality from deceptive memories. Prepare yourself for a disturbing investigation inside the human mind: the truth is sometimes worse than madness…"
5920,151850,Dragon Break Classic,"Dragon Break Classic is an arcade game that lets the user break pixel fantasy characters with a unique shield paddle and ball. Unique animated fantasy pixel levels, Mini-Bosses and powerups to collect while you progress through the levels. Thirty Levels to play in and battle mini bosses on your way to victory. Single player retro-arcade fun!"
5921,151907,XPOSED,"XPOSED is a modern and challenging tribute to the arcade classics.
Avoid opponents, be aware of your surroundings, expose the covered area and have lots of fun.
Uncover dozens of unique backgrounds and unlock more level packs while mastering your skills.
Simple controls, demanding levels, but rewarding experience."
5922,151922,Dying Light 2: Stay Human - Deluxe Edition,"Dying Light 2: Stay Human - Deluxe Edition includes:
- Dying Light 2 Stay Human
- Access to a story DLC
- Exclusive weapon charms
- Legendary Skins Pack
- Wallpapers ready to print
- Digital comic & Artbook & Soundtrack"
5923,151923,Marsupilami: Hoobadventure - Collector's Edition,"Marsupilami: Hoobadventure - Collector's Edition includes:
- Game: Marsupilami: Hoobadventure
- 2 sticker sheets
- 1 Double-sided Door Hanger
- 14cm Marsupilami figurine"
5924,151924,Sonic Colors: Ultimate - Launch Edition,"Join Sonic on an intergalactic journey, fully remastered for a new generation -- with a few new features, too! The launch edition comes with a baby Sonic keychain!"
5925,151925,The Legend of Heroes: Kuro no Kiseki - Spriggan Edition,"The Spriggan Edition is a Japan-only release that includes:

- Game: The Legend of Heroes: Kuro no Kiseki
- The Legend of Heroes: Kuro no Kiseki Soundtrack Mini (with Tall Case)
- The Legend of Heroes: Kuro no Kiseki Early Materials Book: “To The Land of Origin and Dawn”
- The Arcride Solution Office Character Data File"
5926,151934,Loopmancer,"Loopmancer is a 3D horizontal roguelite action game with realistic graphics that takes place in a cyberpunk universe. Players play as a detective who comes back to life after an unexpected death, and battle in this lifelike and futuristic city of the east."
5927,152017,Project Ferocious,"Project Ferocious is a survival shooter in which you will discover a lost prehistoric world full of deadly creatures under the control of hostile forces. Fight, Explore, Survive"
5928,152051,Frogun,"Join Renata as she adventures across a world of mystical ruins with the titular FROGUN! Frogun is an old-school platformer with the soul of the PS1/N64 era, in which your frog-shaped grappling hook is a your best friend!"
5929,152061,Tiny Tina's Wonderlands,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry! Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina."
5930,152064,Jurassic World Evolution 2,"Jurassic World Evolution 2 is the upcoming sequel to Frontier’s 2018 management simulation Jurassic World Evolution. It will feature a brand new canonical story set between the films Jurassic World: Fallen Kingdom and Jurassic World: Dominion, at the dawn of the Neo-Jurassic Age."
5931,152065,Salt and Sacrifice,"Salt and Sacrifice is the upcoming follow-up to the hardcore action RPG platformer, Salt and Sanctuary. Explore a new era and region, as well as a new role: a Marked Inquisitor. A Marked Inquisitor is a criminal condemned, yet spared the hand of justice in exchange for a lifetime of service in the unending war against Mages: twisted, irredeemable creatures of elemental malice."
5932,152067,The Anacrusis,"The Anacrusis is a four-player, cooperative first-person shooter set aboard a massive starship stranded at the edge of explored space. Team up with your friends in an infinitely-replayable fight against alien hordes to unlock perks, weapons, and new ways to play that you can share with your team!"
5933,152071,Planet of Lana,A young girl and her loyal friend embark on a rescue mission through a colorful world full of cold machines and unfamiliar creatures. Planet of Lana is a cinematic puzzle adventure framed by an epic sci-fi saga that stretches across centuries and galaxies.
5934,152076,The Chant,"The Chant is an action horror game set on the tormented grounds of a new age cult, that fulfills players’ thrill of supernatural horrors dealing with the dark sides of spirituality and cultism, and untangles terrifying revelations about the universe."
5935,152103,The Dark Pictures Anthology: House of Ashes - Pazuzu Edition,"The Pazuzu Collector's edition, exclusive to the Bandai Namco Entertainment Store includes:

- The House of Ashes game
- The Pazuzu edition box
- An exclusive Underworld creature figurine (9x9x10cm)
- A metal Eclipse pin
- Exclusive art print
- Exclusive stickers
- Access to the Curator's Cut DLC"
5936,152125,Disciples: Liberation,"Disciples: Liberation is a mature, dark fantasy strategy RPG with turn-based combat. Liberate the land of Nevendaar and uncover the endless stories hidden within this richly detailed world where every decision has a consequence, and every wrong move could be deadly."
5937,152151,Cross the Moon,"Something once great lies dormant beneath the cold streets of Armorica's isolated capital, L'Amour. When it sleeps it dreams, and when it dreams it hunts. Fates converge as a young man's mysterious death brings sibling vampires Aurore and Lux Amanite into a world of occult obsession and corporate corruption. Meanwhile, police inspector Ryouko Otsuki arrives in L'Amour to find a city whose identity is just as severed and broken as her own…"
5938,152161,Paradox Error,"Paradox Error is a surreal take on the scrolling platformer format, combining minimalistic black-and-white presentation with self-aware, fourth wall breaking design. Glitches are intentionally integrated, allowing the player to cheat death, open new areas by triggering bugs or leap off of UI elements as if they’re part of the stage. The title screen’s main menu acts as a respawn hub, cursors may appear as enemies or helpful guides, graphical errors obscure parts of the screen and the player’s character explodes into pixels upon death. To survive, you’ll have to quickly identify which portions of the screen can be reached, which pixels can be touched and which ones are simply background art. Adapt as gameplay suddenly shifts to a different perspective or requires interaction with a glitched object to proceed. At its core, Paradox Error is an ever-changing environmental puzzle where you’re expected to die repeatedly and use those failures to inform further attempts, until the goal is eventually within reach. Decidedly hardcore in difficulty but fair enough to encourage repeated play, this is an exercise in trial-and-error, where determination becomes its own reward."
5939,152172,Severed Steel,"Severed Steel is a stylish and visceral single-player FPS featuring a fluid stunt system, destructible voxel environments, loads of bullet time, a unique one-armed protagonist, and a dark electronic soundtrack."
5940,152199,Just Dance 2022,"Just Dance 2022, the ultimate dance game, is back with new universes and 40 hot new tracks from chart-topping hits like ""Believer"" by Imagine Dragons, ""Level Up"" by Ciara, and more!

Looking to share some fun with friends and family? Just Dance 2022 is for you!"
5941,152214,Puzzle Bobble 3D: Vacation Odyssey,"Bursting with the same cheerful energy, adorable characters, and timeless gameplay as its predecessors, Puzzle Bobble 3D: Vacation Odyssey is the next evolution of the classic Japanese action puzzle game franchise—with the immersive fun of 3D!"
5942,152244,Replaced,"REPLACED is a 2.5D sci-fi retro-futuristic action platformer where you play as R.E.A.C.H. - an artificial intelligence trapped in a human body against its own will. REPLACED combines cinematic platforming, pixel art and free-flow action combat set in an alternative 1980’s."
5943,152245,Eiyuden Chronicle: Rising,"Eiyuden Chronicle: Rising is an action RPG set in the same world as Eiyuden Chronicle: Hundred Heroes. Featuring town-building mechanics, fast-paced combat, and important back-story for several of the Eiyuden Chronicle: Hundred Heroes cast of characters."
5944,152249,Marvel's Guardians of the Galaxy,"Fire up a wild ride across the cosmos with a fresh take on Marvel’s Guardians of the Galaxy. In this action-adventure game, you are Star-Lord leading the unpredictable Guardians from one explosion of chaos to the next. You got this. Probably."
5945,152250,Stranger of Paradise: Final Fantasy Origin,"Jack and his allies, Ash and Jed, burn with resolve to defeat Chaos as they throw open the gates to the Chaos Shrine. Yet doubts remain—are they truly the Warriors of Light the prophecy foretold?
Step into a world of dark fantasy and revel in the exhilarating, action-packed battles!"
5946,152255,Dodgeball Academia,"A sports RPG game featuring rookie dodgeball student, Otto. Join Otto and an eclectic cast of characters as they train to dominate on and off the courts of the academia."
5947,152256,Next Space Rebels,"SPACE IS FOR EVERYONE. In Next Space Rebels, you will develop from a naive rocket hobbyist into an experienced space activist by designing, building, and launching rockets of increasing complexity."
5948,152259,FAR: Changing Tides,"FAR: Changing Tides is an atmospheric vehicle adventure driven by an emotional story. When floods ravage your world, captain a ship like no other and search for a new home. Sail stormy waters, dive unknown depths, and explore forgotten ruins on your voyage."
5949,152261,Silt,"An underwater exploration game: Explore the depths of a surreal, hand-drawn abyss. Possess sea creatures and make use of their unique abilities to solve environmental puzzles, traveling ever deeper into the void…"
5950,152287,Conway: Disappearance at Dahlia View,"When 8-year-old Charlotte May is reported missing from Dahlia View, retired detective Robert Conway launches his own investigation into her disappearance. Lead the investigation and uncover dark secrets in a story-driven observational thriller from the creators of The Occupation and Ether One."
5951,152302,PAW Patrol The Movie: Adventure City Calls,"So long, Adventure Bay! PAW Patrol is on a roll…to Adventure CITY! When the pups learn that Humdinger has become mayor of a buzzing metropolis, they must race into action to save Adventure City from his selfish scheming. Play as your favorite pups on exciting rescue missions. Explore new locations, level up with vehicles and gadgets, play minigames, and save the day!"
5952,152313,Lust From Beyond: M Edition,"Descend into madness inspired by H.P. Lovecraft and H.R. Giger. Solve the mystery of esoteric cults. Cross the gate to the blasphemous land of Lusst’ghaa. Play the new, more accessible cut of the fan-favorite survival horror Lust from Beyond."
5953,152321,River City Girls 2,"Picking up shortly after the original, River City Girls 2 once again put you in control of Misako and Kyoko — as well as Kunio, Riki, and a few new characters — as they set out on an all-new beat-’em-up adventure across the mean streets of River City. New moves, new enemies, new recruits, new environments, and the return of an old foe await, along with the same over-the-top sense of humor and adrenaline-pumping combat of its predecessor. The game will also feature two-player co-op action both locally and online."
5954,152335,Tom Clancy's Rainbow Six Extraction: Deluxe Edition,"The Deluxe Edition includes a copy of the Rainbow Six Extraction game as well as three cosmetic bundles, XP boosters, and more."
5955,152336,Tom Clancy's Rainbow Six Extraction: Limited Edition,"The Limited Edition includes a copy of the Rainbow Six Extraction game as well as digital content, the Obscura Pack, which includes the universal Cephal Black and Cerulean weapon skins along with the Redacted and Anagram charms."
5956,152337,Marsupilami: Hoobadventure - Tropical Edition,"Marsupilami: Hoobadventure - Tropical Edition includes:
- Base Game
- 2 Sticker Sheets
- 1 Double-sided Door Hanger"
5957,152340,Monark: Limited Edition Box,"Monark: Limited Edition Box includes:
- Monark Basegame
- Collector's Box
- ""The Artwork of MONARK"" Hardcover Art Book
- VANI Limited Soundtrack
- ""Seven Sins"" Cloth Poster
- ""Pieces of Ambition"" Set of 5 Acrylic Stands"
5958,152344,Ark: Ultimate Survivor Edition,"ARK: Ultimate Survivor Edition includes base game ARK: Survival Evolved and the following Expansion Packs:
- Scorched Earth
- Aberration
- Extinction
- Genesis Parts 1 & 2.

As an additional bonus, this compilation also includes original soundtracks containing the music of ARK as composed by Gareth Coker."
5959,152345,Urban Trial Tricky: Deluxe Edition,"Grab your seat and pull off the most savage tricks and combos on your motorbike. Ride freely, spin around in the air, go back and forth and let yourself be carried away by the fun, fast-paced gameplay, colorful visuals, and smooth controls."
5960,152355,Super Monkey Ball: Banana Mania,"Super Monkey Ball: Banana Mania is a ""modern HD remaster"" of Super Monkey Ball, Super Monkey Ball 2, and Super Monkey Ball Deluxe.

This bundle was created to celebrate the 20th anniversary of the franchise."
5961,152371,Super Robot Wars 30,"30 years on, the battle for our world's future continues. Super Robot Wars is a tactical RPG that brings characters and robots from a variety of mecha anime together to battle their mutual foes."
5962,152408,Mina & Michi,"Mina & Michi is a 2D top-down game about a girl and her friend, going on adventures, solving puzzles and defeating enemies through the seasons!"
5963,152409,Independence Day Break Head to Head,Independence Day Break Head to Head is a retro arcade game that lets 1 and 2 players play head to head in a competitive arcade environment. Unique animated pixel bricks tumble down toward the users paddle along with Mini-Bosses and Powerups. Collect powerups as you progress through the levels and defeat your opponent. Thirty Levels to compete in and battle mini bosses on your way to victory in single player and two player modes.
5964,152410,Track: Breakthrough Gaming Arcade,"In the Breakthrough Gaming Arcade series, play arcade games that express a Biblical truth!"
5965,152480,Madden NFL 22,"Madden NFL 22 is where gameday happens. All-new features in Franchise include staff management, an enhanced scenario engine, and weekly strategy. Share avatar progress and player class between Face of The Franchise and The Yard with unified progression."
5966,152485,Bullseye,"The official Bullseye family game based on television's classic darts quiz game for 1 to 4 players Put your dart throwing skills and trivia knowledge to the test to win points and ultimately the game. Bullseye is party gaming at it's very best in an easy, out of the box, pick-up-and-play game that keeps everyone at the edge of their seat. Bullseye is a great way to while away the time, giving a brilliant game show experience at home with family and friends of all ages. Jam packed with 5,000 multiple choice trivia questions in ten genre categories, no game will be the same."
5967,152495,Real Farm: Gold Edition,"Grow your way to success in Real Farm. Work your way up from nothing in career mode or start with an established farm in free mode. Complete jobs and manage land, crops, animals and staff as you strive to become a respected farmer in the community."
5968,152515,My Maitê,"Maitê is a very intelligent girl, but she lives over the moon. This is why her dad has to go there and bring her back to Earth in this 50 stages long incredible adventure. Jump over clouds, balloons, trampolines and into special portals in order to get to the ending of this pixel art made beautiful game."
5969,152517,Loopindex,"It's time to explore the virtual land of Loopindex! Its vast, uncharted lands are full of puzzles to solve! Play alone, or team up with a robo-friend, and use logic and timing to clear each area. The difficulty will test your ingenuity as you explore the unique “loop mechanic” at the core of the gameplay loop. You’ll take on levels full of traps and discovery, befriend virtual creatures, and even battle against cool bosses."
5970,152520,Super Soccer Blast: America VS Europe,"Super Soccer Blast America vs Europe is an arcade-style football game that tackles football in a light-hearted and accessible way. As a breakaway from the seriousness of simulation and realism, it brings a very arcade style to the field with retro throwbacks. Prepare for the kick-off with a fast-paced football game, bringing a refreshing look to the football genre with accessible controls and skilled-based gameplay like over-the-top classic soccer games."
5971,152604,Car Mechanic Simulator 2021,Work your way to service empire. Get your hands dirty in highly realistic simulation game with great attention to details. Pay a visit to a new Auction house and buy cars in various condition. Expand your range of services by investing in new work space and equipment.
5972,152693,Four Kings: Video Poker,"Four Kings: Video Poker allows you to hone your poker skills - no extra chips needed! Now available from the creators of smash hit online casino game, ""The Four Kings Casino and Slots"" - Four Kings: Video Poker gives you the tools to be the top video poker player. Track your play with a full stats page, show off your biggest wins and try to beat the house! Get the royal treatment at The Four Kings today."
5973,152700,Akinofa,Akinofa is an arcade shoot 'em up with Roguelite elements.
5974,152755,Dragon Break Classic Head to Head,Dragon Break Classic Head to Head is a retro arcade game that lets 1 and 2 players play head to head in a competitive arcade environment. Unique animated pixel bricks tumble down toward the users paddle along with Mini-Bosses and Powerups. Collect powerups as you progress through the levels and defeat your opponent. Thirty Levels to compete in and battle mini bosses on your way to victory in single player and two player modes.
5975,152892,Sakura Succubus 3,"Ogasawara Hiroki was a normal man until he, by chance, learns that many members of Japan’s elite are actually succubi. And, what’s more, there’s something about his scent which makes them attracted to him. Now an encounter with a woman from his past can change everything. This woman introduces herself as Yue, the succubus queen. She intends to whisk Hiroki away to the succubus realm to keep him for her own. Trapped with Yue, Hiroki is faced with an ultimatum: will he succumb to her advances, or will he try to escape?"
5976,152912,"Kochira, Haha Naru Hoshi Yori","A virus said to have come from space caused unprecedented damage to Earth. It has been a long time since that catastrophe, and now there are only six of us in Ikebukuro.

The city has been reduced in size and its buildings have been torn down and decorated with green grass and blue water. The scent of an air conditioner comes from somewhere ...

""This is Mother Earth!"" And we are doing well today!

One morning, Kanako and five other girls woke up on a cruise ship. The inside of the ship was silent, with no traces of other people. The only memory they could recall was each other's names and the fact that they were on vacation together. With nothing else to do, they began to explore the ship."
5977,153017,Monark: Deluxe Edition,Could you face yourself and the threats around you to save the ones you love?
5978,153018,World Quiz,World Quiz is a quiz game that will help you learn everything about geography in easy and enjoyable way. Challenge yourself in World Quiz and test your knowledge.
5979,153019,Marvel’s Guardians of the Galaxy: Cosmic Deluxe Edition,"Fire up a wild ride across the cosmos with a fresh take on Marvel’s Guardians of the Galaxy. In this action-adventure game, you are Star-Lord leading the unpredictable Guardians from one explosion of chaos to the next. You got this. Probably.

The Cosmic Deluxe Edition includes:
- Marvel's Guardians of the Galaxy
- SteelBook Case
- Sun-Lord Outfit for Star-Lord (Early Unlock)
- City-Lord Outfit for Star-Lord (Early Unlock)
- Marvel's Guardians of the Galaxy: The Hits - Original Video Game Soundtrack (Digital Download)
- Marvel's Guardians of the Galaxy: The Art of the Game Mini Artbook (Hardback)"
5980,153020,Super Monkey Ball: Banana Mania - Anniversary Edition,"The Anniversary Edition includes:

- The game with a collectible sleeve
- 10 Exclusive Cosmetic Items
- Reversible Cover
- 40-page Art Book"
5981,153021,King's Bounty II: King Collector's Edition,"This edition includes the following
Game: King's Bounty II [Day One Edition]
Bonus DLC's - Rod of Deception, Frosthammer, Staff of Harmony, Tyrant's Sword
Armor of the Hollow (armor set)
Heroes & Villains Premium Pack and King's Watchdogs (unit).
King’s Crown: A collectible item
Poster: Double-sided poster featuring artwork & map
Soundtrack: Selection of in-game music
Artbook: Hardcover Artbook"
5982,153048,Madden NFL 22: MVP Edition,"The MVP Edition includes:
- 3 Day early access
- Dual Entitlement
- Franchise: 60 Staff points
- Face of the Franchise & The Yard: The General player class starting at Level 10
- Tom Brady gear capsule
- Choice of 1 out of 32 NFL Stars
- Choice of Brady or Mahomes Elite Item
- Exclusive Challenges during early access window
- 11 Team Fantasy packs"
5983,153053,Tribes of Midgard: Deluxe Edition,"Heads up, the Giants are coming! Midgard is under siege from unwelcome visitors. Mythical creatures, deadly spirits, and gigantic brutes threaten to bring on Ragnarök—the end of the world! It’s up to you, a mighty Einherjar, to cut short your glorious feast in Valhalla and return to Midgard. There, you’ll need to become the ultimate Viking and survive—even thrive to save your village, and the world, from total destruction. Luckily, you don’t have to brave it alone: your (mostly) fearless tribe of co-op companions will help you build up village defenses and find treasures through a vast, beautiful real mall while doomsday ticks closer and closer. But don’t let that stop your tribe from having the best apocalypse of your lives. “Surthrive” is the Viking way in Tribes of Midgard, a multiplayer, action-survival RPG of gigantic proportions."
5984,153054,Demon Slayer: Kimetsu no Yaiba - The Hikonami Chronicles,"Become a blade that destroys demons!

In Solo Mode, follow Tanjiro through the story from the Demon Slayer: Kimetsu no Yaibaanime as he faces demons in order to turn his sister Nezuko, who has become a demon, back into a human.

In Versus Mode, characters from the anime, including Tanjiro and Nezuko, can be freely matched against each another in a one-versus-one setting with up to two players online or offline! Enjoy this simple but exhilarating battle system, and become the greatest demon slayer you can!"
5985,153130,Super Destronaut DX-2,"Super Destronaut DX 2 is a retro space shooter with multiple modes. Test your abilities with the challenges or try to beat your high score in the arcade modes. Play against the clock, the more classical 3 lives, or even with limited bullets to see how many aliens you can destroy. Dodge and shoot enemies to the victory! This time they may not only come from above."
5986,153137,Shoujo Shuryou no Suiri Ryouiki: Kogane Shima no Mitsuyaku,"On an island ruled by the mafia, a young girl's quest starts...

This story takes place in 2002 on a group of islands named Gueml in the Atlantic Ocean. Our main character has decided to find out the truth behind the previous mafia boss' - her father's - murder. The islands of Gueml are divided into four parts which are all dominated by the mafia, so in order to get any leads, she needs to talk to the boss of each and every area and make deals. In order to find out the truth, and maybe even find out more about the islands where she lives, the main character has to go through various sacrifices and has to make deals of all kinds. However, the ending is completely dependent on whatever choice you make."
5987,153326,Shuttle Commander,Take command of the Space Shuttle as it embarks on various missions to the Hubble Space Telescope. Fly the shuttle in a full landing simulation based on real physics and flight dynamics.
5988,153444,Rascal Revolt,Rascal Revolt is a co op shooter set in a theme park were you have to defeat waves of enemies.
5989,153509,Indigo 7,"Indigo 7 is a color-based single-player and multiplayer game inspired by 7 Colors (1991) and Puyo Puyo Tetris (2006), seasoned with a teen comedy story that takes place between the 80s and the 90s. As you follow the plot through comic-style cinematics, you’ll face different battles and unlock a lot of single-player and local PVP modes that tell the rest of the story. The match rules vary in each mode, but the challenge always stays the same: choose a number of colors to use and make the board yours before your opponent does!"
5990,153512,Star Hunter DX,"Betrayed by her cut-throat crew, Luna Starr - former Space Pirate Captain turned bounty hunter - has a score to settle. As Luna, travel to 5 exotic planets to track down your mutinous mates, and face them in Bullet Hell dogfights to the death!"
5991,153527,Indigo 7: Quest for love,"Wear your swimsuit, dust off your beach tennis rackets, and put batteries in your old radio to enjoy this cool puzzle game.

Adventure Mode Journey with Nathan and his friends on a musical adventure of love and friendship in 32 episodes, told through a fantastic comic. Battle Fight your rivals to see who gets the best score. Conquest Conquer all the territory before running out of time and moves. Conquest VS Conquer more territory than your opponents. Party Time Think quick and act carefully. The fastest-paced mode to keep all your senses on full alert. Party Colour Beat all the boards, but measure your moves carefully or you’ll end up without any colours."
5992,153592,Catch the Bowling Balls: Breakthrough Gaming Arcade,"In the Breakthrough Gaming Arcade series, play arcade games that express a Biblical truth!"
